order_id,order_date,customer_id,customer_email,region,channel,sku,product_name,unit_price,quantity,discount,revenue
O101017,2024-03-23,C0317,c0317@example.com,East,Partner,SKU-002,Widget B,29.5,1,0.1,26.55
O101018,31-Jan-2025,C0190,c0190@example.com,North,retail,SKU-004,Gadget Y,79.99,3,0.0,239.97
O101019,2024-07-31,C0070,c0070@example.com,SOUTH,Retail,SKU-002,Widget B,29.5,1,0.0,29.5
O101020,16-Apr-2024,C0208,c0208@example.com,East,retail,SKU-001,Widget A,19.99,3,0.0,59.97
O101021,04-Oct-2024,C0199,c0199@example.com,north ,,SKU-005,Thingamajig,12.49,1,0.2,
O101022,2024-06-18,C0157,c0157@example.com,East,Retail,SKU-004,Gadget Y,79.99,1,0.0,79.99
O101023,2025-01-18,C0211,c0211@example.com,East,Retail,SKU-002,Widget B,29.5,1,0.0,29.5
O101024,03/13/2024,C0136,c0136@example.com,north ,Retail,SKU-004,Gadget Y,79.99,2,0.0,159.98
O101025,2024-10-31,C0216,c0216@example.com,north ,,SKU-004,Gadget Y,79.99,3,0.05,227.97
O101026,12/11/2024,C0319,c0319@example.com,East,online,SKU-003,Gadget X,49.0,2,0.05,93.1
O101027,09-Nov-2024,C0175,c0175@example.com,West,Retail,SKU-004,Gadget Y,79.99,1,0.2,63.99
O101028,2024-10-22,C0015,c0015@example.com,South,Retail,SKU-003,Gadget X,49.0,6,0.05,279.3
O101029,2024-10-05,C0217,c0217@example.com,West,Retail,SKU-005,Thingamajig,12.49,4,0.0,49.96
O101030,16-Apr-2024,C0368,c0368@example.com,SOUTH,Online,SKU-005,Thingamajig,12.49,3,0.1,33.72
O101031,01-Dec-2024,C0376,c0376@example.com,North,Online,SKU-005,Thingamajig,12.49,5,0.0,62.45
O101032,18-Oct-2024,C0376,c0376@example.com,,Online,SKU-001,Widget A,1998.9999999999998,2,0.2,3198.4
O101033,12/17/2024,C0080,c0080@example.com,South,,SKU-004,Gadget Y,79.99,1,0.1,71.99
O101034,2024-04-27,C0103,c0103@example.com,North,,SKU-002,Widget B,29.5,1,0.0,29.5
O101035,2024-05-25,C0200,c0200@example.com,North,Retail,SKU-002,Widget B,29.5,2,0.0,59.0
O101036,04/07/2024,C0038,c0038@example.com,West,Partner,SKU-005,Thingamajig,12.49,4,0.0,49.96
O101037,10/26/2024,C0312,c0312@example.com,north ,,SKU-001,Widget A,19.99,1,0.0,19.99
O101038,2024-08-23,C0323,c0323@example.com,West,,SKU-005,Thingamajig,12.49,4,0.2,39.97
O101039,10/10/2024,C0231,c0231@example.com,North,Online,SKU-004,Gadget Y,79.99,2,0.05,151.98
O101040,12-Nov-2024,C0231,c0231@example.com,north ,online,SKU-005,Thingamajig,12.49,2,0.2,19.98
O101041,2024-06-24,C0105,c0105@example.com,North,retail,SKU-001,Widget A,19.99,1,0.0,19.99
O101042,04/17/2024,C0270,c0270@example.com,north ,Partner,SKU-003,Gadget X,49.0,1,0.0,49.0
O101043,12-Apr-2024,C0336,c0336@example.com,north ,,SKU-001,Widget A,19.99,3,0.0,59.97
O101044,19-Mar-2024,C0019,c0019@example.com,,Retail,SKU-004,Gadget Y,79.99,5,0.0,399.95
O101045,2024-10-26,C0007,c0007@example.com,North,retail,SKU-001,Widget A,19.99,1,0.1,17.99
O101046,2024-01-18,C0184,c0184@example.com,South,Retail,SKU-002,Widget B,29.5,2,0.2,47.2
O101047,02/20/2024,C0012,c0012@example.com,north ,Partner,SKU-005,Thingamajig,12.49,3,0.05,35.6
O101048,29-Apr-2024,C0189,c0189@example.com,East,online,SKU-003,Gadget X,49.0,4,0.1,176.4
O101049,11/09/2024,C0234,c0234@example.com,East,online,SKU-001,Widget A,19.99,2,0.05,37.98
O101050,09/06/2024,C0200,c0200@example.com,north ,Retail,SKU-004,Gadget Y,79.99,1,0.1,71.99
O101051,2025-01-12,C0057,c0057@example.com,East,,SKU-002,Widget B,29.5,5,0.2,118.0
O101052,19-Dec-2024,C0125,c0125@example.com,SOUTH,,SKU-001,Widget A,19.99,1,0.1,17.99
O101053,2024-02-01,C0074,c0074@example.com,North,online,SKU-001,Widget A,19.99,2,0.0,39.98
O101054,2024-08-10,C0103,c0103@example.com,West,retail,SKU-004,Gadget Y,79.99,2,0.0,159.98
O101055,24-Jan-2025,C0145,c0145@example.com,North,,SKU-004,Gadget Y,79.99,4,0.05,303.96
O101056,2025-01-08,C0179,c0179@example.com,SOUTH,Retail,SKU-001,Widget A,19.99,3,0.1,53.97
O101057,11/21/2024,C0144,c0144@example.com,West,online,SKU-001,Widget A,19.99,1,0.2,15.99
O101058,13-Apr-2024,C0195,c0195@example.com,north ,Online,SKU-003,Gadget X,49.0,4,0.0,196.0
O101059,2024-06-02,C0060,c0060@example.com,North,Retail,SKU-005,Thingamajig,12.49,2,0.0,24.98
O101060,01-Dec-2024,C0157,c0157@example.com,,,SKU-002,Widget B,29.5,2,0.1,53.1
O101061,29-Oct-2024,C0378,c0378@example.com,West,Partner,SKU-005,Thingamajig,12.49,2,0.0,24.98
O101062,12-Jan-2025,C0210,c0210@example.com,North,,SKU-001,Widget A,19.99,1,0.1,17.99
O101063,2025-02-02,C0359,c0359@example.com,north ,retail,SKU-003,Gadget X,49.0,2,0.0,98.0
O101064,06-Aug-2024,C0060,c0060@example.com,South,Partner,SKU-001,Widget A,19.99,3,0.0,59.97
O101065,08/22/2024,C0305,c0305@example.com,South,retail,SKU-001,Widget A,19.99,1,0.05,
O101066,04/15/2024,C0176,c0176@example.com,,,SKU-002,Widget B,29.5,1,0.05,28.02
O101067,07-Jan-2024,C0146,c0146@example.com,North,Partner,SKU-004,Gadget Y,79.99,3,0.0,239.97
O101068,2024-06-20,C0086,c0086@example.com,north ,Retail,SKU-002,Widget B,29.5,-2,0.1,-53.1
O101069,06-Nov-2024,C0286,c0286@example.com,,online,SKU-005,Thingamajig,12.49,3,0.2,29.98
O101070,27-Oct-2024,C0307,c0307@example.com,East,online,SKU-005,Thingamajig,12.49,2,0.0,24.98
O101071,2024-02-09,C0093,c0093@example.com,,,SKU-002,Widget B,29.5,1,0.2,23.6
O101072,2024-02-20,C0105,c0105@example.com,north ,,SKU-001,Widget A,19.99,2,0.0,39.98
O101073,08-Feb-2024,C0004,c0004@example.com,North,Online,SKU-003,Gadget X,49.0,4,0.2,156.8
O101074,09/03/2024,C0309,c0309@example.com,South,Online,SKU-004,Gadget Y,79.99,1,0.1,71.99
O101075,27-Feb-2024,C0026,c0026@example.com,north ,retail,SKU-003,Gadget X,49.0,2,0.0,98.0
O101076,01/31/2024,C0090,c0090@example.com,West,Partner,SKU-005,Thingamajig,12.49,7,0.0,87.43
O101077,18-Jul-2024,C0104,c0104@example.com,SOUTH,Partner,SKU-001,Widget A,19.99,1,0.2,15.99
O101078,14-Apr-2024,C0371,c0371@example.com,West,Retail,SKU-004,Gadget Y,79.99,1,0.05,75.99
O101079,28-May-2024,C0231,c0231@example.com,north ,online,SKU-003,Gadget X,49.0,1,0.0,49.0
O101080,06/16/2024,C0389,c0389@example.com,South,,SKU-004,Gadget Y,79.99,6,0.0,479.94
O101081,2024-01-27,C0221,,SOUTH,online,SKU-005,Thingamajig,12.49,3,0.0,37.47
O101082,04/13/2024,C0302,c0302@example.com,,retail,SKU-001,Widget A,19.99,2,0.0,39.98
O101083,2024-08-27,C0208,c0208@example.com,,Retail,SKU-003,Gadget X,49.0,2,0.05,93.1
O101084,2024-12-14,C0105,c0105@example.com,North,Partner,SKU-001,Widget A,19.99,2,0.0,39.98
O101085,10-Jun-2024,C0275,c0275@example.com,West,,SKU-002,Widget B,29.5,4,0.0,118.0
O101086,10/03/2024,C0078,c0078@example.com,SOUTH,online,SKU-002,Widget B,29.5,6,0.1,159.3
O101087,02-Dec-2024,C0302,c0302@example.com,East,Online,SKU-003,Gadget X,49.0,3,0.0,147.0
O101088,05/29/2024,C0167,c0167@example.com,North,Partner,SKU-001,Widget A,19.99,2,0.2,31.98
O101089,29-Feb-2024,C0250,c0250@example.com,East,Partner,SKU-004,Gadget Y,79.99,7,0.1,503.94
O101090,01/27/2025,C0362,c0362@example.com,South,Online,SKU-001,Widget A,19.99,5,0.0,99.95
O101091,2024-10-10,C0389,c0389@example.com,West,online,SKU-002,Widget B,29.5,3,0.0,88.5
O101092,12/06/2024,C0316,c0316@example.com,north ,retail,SKU-005,Thingamajig,12.49,5,0.1,56.21
O101093,14-Jun-2024,C0279,c0279@example.com,North,Online,SKU-004,Gadget Y,79.99,4,0.1,287.96
O101094,03/24/2024,C0366,c0366@example.com,East,retail,SKU-001,Widget A,19.99,4,0.05,75.96
O101095,2024-12-21,C0383,c0383@example.com,north ,retail,SKU-001,Widget A,19.99,2,0.2,31.98
O101096,03/02/2024,C0015,c0015@example.com,,online,SKU-003,Gadget X,49.0,1,0.0,49.0
O101097,10/28/2024,C0306,c0306@example.com,East,online,SKU-001,Widget A,19.99,3,0.0,59.97
O101098,03-Feb-2024,C0371,c0371@example.com,,Online,SKU-004,Gadget Y,79.99,3,0.0,239.97
O101099,12/10/2024,C0063,c0063@example.com,South,retail,SKU-005,Thingamajig,12.49,4,0.05,47.46
O101100,17-Jun-2024,C0316,c0316@example.com,South,,SKU-005,Thingamajig,12.49,1,0.2,9.99
O101101,2024-09-10,C0161,c0161@example.com,South,Retail,SKU-004,Gadget Y,79.99,1,0.0,79.99
O101102,2025-01-14,C0181,c0181@example.com,East,Partner,SKU-003,Gadget X,49.0,5,0.2,196.0
O101103,2025-02-01,C0157,c0157@example.com,South,Online,SKU-004,Gadget Y,7998.999999999999,2,0.1,14398.2
O101104,10/03/2024,C0040,c0040@example.com,West,Partner,SKU-002,Widget B,29.5,5,0.0,147.5
O101105,07/22/2024,C0367,c0367@example.com,East,online,SKU-004,Gadget Y,79.99,4,0.2,255.97
O101106,05-Aug-2024,C0195,c0195@example.com,East,Partner,SKU-001,Widget A,19.99,1,0.0,19.99
O101107,2024-04-29,C0256,c0256@example.com,SOUTH,,SKU-002,Widget B,29.5,5,0.2,118.0
O101108,11/27/2024,C0163,c0163@example.com,north ,retail,SKU-004,Gadget Y,79.99,1,0.0,79.99
O101109,2024-03-25,C0251,c0251@example.com,West,Online,SKU-002,Widget B,29.5,5,0.1,132.75
O101110,2024-12-19,C0209,c0209@example.com,East,Online,SKU-002,Widget B,29.5,3,0.0,88.5
O101111,17-Nov-2024,C0360,c0360@example.com,East,retail,SKU-004,Gadget Y,79.99,2,0.05,151.98
O101112,02/17/2024,C0125,c0125@example.com,,Partner,SKU-004,Gadget Y,79.99,1,0.2,63.99
O101113,2024-08-04,C0289,c0289@example.com,East,online,SKU-004,Gadget Y,79.99,1,0.0,79.99
O101114,2024-08-14,C0238,c0238@example.com,South,Partner,SKU-005,Thingamajig,12.49,2,0.0,24.98
O101115,2024-02-02,C0174,c0174@example.com,north ,,SKU-003,Gadget X,49.0,1,0.0,49.0
O101116,06-Aug-2024,C0354,c0354@example.com,West,Partner,SKU-002,Widget B,29.5,4,0.05,112.1
O101117,2025-01-25,C0076,c0076@example.com,West,Partner,SKU-002,Widget B,29.5,3,0.1,79.65
O101118,2024-07-19,C0120,c0120@example.com,SOUTH,,SKU-003,Gadget X,49.0,3,0.0,147.0
O101119,2024-04-02,C0337,c0337@example.com,north ,Retail,SKU-004,Gadget Y,79.99,3,0.0,239.97
O101120,12-Nov-2024,C0231,,West,Partner,SKU-003,Gadget X,49.0,1,0.05,46.55
O101121,2024-09-17,C0168,c0168@example.com,East,Online,SKU-004,Gadget Y,79.99,3,0.05,227.97
O101122,05/03/2024,C0368,,South,retail,SKU-005,Thingamajig,12.49,3,0.1,33.72
O101123,01/29/2025,C0037,c0037@example.com,South,,SKU-005,Thingamajig,12.49,2,0.2,19.98
O101124,01/15/2025,C0281,c0281@example.com,North,,SKU-005,Thingamajig,12.49,1,0.0,12.49
O101125,2024-08-19,C0156,c0156@example.com,SOUTH,Retail,SKU-004,Gadget Y,79.99,3,0.05,227.97
O101126,2024-11-16,C0062,c0062@example.com,,Partner,SKU-004,Gadget Y,79.99,3,0.0,239.97
O101127,11-Feb-2024,C0070,c0070@example.com,,online,SKU-001,Widget A,19.99,4,0.0,79.96
O101128,11-Jan-2025,C0047,c0047@example.com,South,,SKU-004,Gadget Y,79.99,3,0.05,227.97
O101129,2024-09-08,C0064,c0064@example.com,South,Partner,SKU-003,Gadget X,49.0,1,0.1,44.1
O101130,11/07/2024,C0161,c0161@example.com,SOUTH,online,SKU-002,Widget B,29.5,-1,0.2,-23.6
O101131,2024-05-12,C0211,c0211@example.com,North,online,SKU-004,Gadget Y,79.99,3,0.1,215.97
O101132,01/06/2025,C0011,c0011@example.com,West,retail,SKU-005,Thingamajig,12.49,1,0.05,11.87
O101133,2024-01-22,C0328,c0328@example.com,north ,retail,SKU-004,Gadget Y,79.99,7,0.0,559.93
O101134,19-Mar-2024,C0253,c0253@example.com,north ,Online,SKU-004,Gadget Y,79.99,4,0.2,255.97
O101135,2024-08-16,C0126,c0126@example.com,SOUTH,retail,SKU-003,Gadget X,49.0,6,0.0,294.0
O101136,08/08/2024,C0134,c0134@example.com,SOUTH,Online,SKU-005,Thingamajig,12.49,5,0.2,49.96
O101137,20-May-2024,C0295,c0295@example.com,,Retail,SKU-001,Widget A,19.99,1,0.05,18.99
O101138,04/08/2024,C0269,c0269@example.com,South,,SKU-003,Gadget X,49.0,1,0.0,49.0
O101139,01/14/2025,C0160,c0160@example.com,North,retail,SKU-005,Thingamajig,12.49,1,0.2,9.99
O101140,09/05/2024,C0044,c0044@example.com,,Partner,SKU-004,Gadget Y,79.99,3,0.0,239.97
O101141,04/04/2024,C0194,c0194@example.com,North,Online,SKU-004,Gadget Y,79.99,3,0.0,239.97
O101142,01-Jul-2024,C0393,c0393@example.com,East,Retail,SKU-001,Widget A,19.99,3,0.0,59.97
O101143,03/21/2024,C0395,c0395@example.com,SOUTH,retail,SKU-005,Thingamajig,12.49,1,0.05,11.87
O101144,2024-04-14,C0075,c0075@example.com,north ,,SKU-005,Thingamajig,12.49,2,0.05,23.73
O101145,02-Jun-2024,C0072,c0072@example.com,South,online,SKU-005,Thingamajig,12.49,1,0.1,11.24
O101146,2024-09-28,C0341,c0341@example.com,West,online,SKU-003,Gadget X,49.0,4,0.05,186.2
O101147,31-May-2024,C0255,c0255@example.com,SOUTH,retail,SKU-005,Thingamajig,12.49,3,0.0,37.47
O101148,2024-08-02,C0206,c0206@example.com,East,Online,SKU-002,Widget B,29.5,5,0.0,
O101149,02/22/2024,C0184,c0184@example.com,North,Partner,SKU-004,Gadget Y,79.99,1,0.2,63.99
O101150,2024-02-17,C0061,c0061@example.com,North,Online,SKU-004,Gadget Y,79.99,4,0.0,319.96
O101151,01/04/2025,C0369,c0369@example.com,East,Partner,SKU-002,Widget B,29.5,1,0.0,29.5
O101152,2024-08-26,C0016,c0016@example.com,West,Retail,SKU-003,Gadget X,49.0,3,0.0,147.0
O101153,01-Apr-2024,C0310,c0310@example.com,West,Partner,SKU-005,Thingamajig,12.49,1,0.0,12.49
O101154,2024-12-12,C0162,c0162@example.com,North,online,SKU-004,Gadget Y,79.99,3,0.0,239.97
O101155,17-Mar-2024,C0015,c0015@example.com,East,Online,SKU-004,Gadget Y,79.99,3,0.1,215.97
O101156,2024-03-07,C0090,c0090@example.com,North,,SKU-003,Gadget X,49.0,1,0.05,46.55
O101157,08/13/2024,C0015,c0015@example.com,North,Partner,SKU-001,Widget A,19.99,7,0.05,132.93
O101158,2024-10-13,C0148,c0148@example.com,SOUTH,Retail,SKU-001,Widget A,19.99,1,0.0,
O101159,2024-12-01,C0300,c0300@example.com,north ,Retail,SKU-002,Widget B,29.5,2,0.0,59.0
O101160,2024-02-20,C0009,c0009@example.com,South,Partner,SKU-005,Thingamajig,12.49,3,0.0,37.47
O101161,2024-10-28,C0314,c0314@example.com,West,online,SKU-005,Thingamajig,12.49,7,0.05,83.06
O101162,10/16/2024,C0278,c0278@example.com,,online,SKU-002,Widget B,29.5,3,0.1,79.65
O101163,2024-11-17,C0331,c0331@example.com,South,,SKU-002,Widget B,29.5,2,0.1,53.1
O101164,06/06/2024,C0006,c0006@example.com,West,Online,SKU-004,Gadget Y,79.99,6,0.0,479.94
O101165,2025-01-02,C0226,c0226@example.com,South,online,SKU-005,Thingamajig,12.49,4,0.0,49.96
O101166,2024-10-27,C0202,c0202@example.com,West,online,SKU-005,Thingamajig,12.49,1,0.0,12.49
O101167,2024-08-16,C0101,c0101@example.com,SOUTH,Retail,SKU-001,Widget A,19.99,1,0.0,19.99
O101168,11-May-2024,C0094,c0094@example.com,East,,SKU-002,Widget B,29.5,6,0.0,177.0
O101169,2024-08-22,C0055,c0055@example.com,north ,Online,SKU-001,Widget A,19.99,1,0.2,15.99
O101170,03/25/2024,C0314,c0314@example.com,South,Partner,SKU-005,Thingamajig,12.49,2,0.2,19.98
O101171,2024-05-18,C0385,c0385@example.com,South,online,SKU-003,Gadget X,49.0,1,0.0,49.0
O101172,11/06/2024,C0036,c0036@example.com,East,,SKU-001,Widget A,19.99,1,0.0,19.99
O101173,07/27/2024,C0072,c0072@example.com,north ,,SKU-004,Gadget Y,79.99,1,0.0,79.99
O101174,2024-08-15,C0227,c0227@example.com,north ,online,SKU-003,Gadget X,49.0,1,0.05,46.55
O101175,22-May-2024,C0240,c0240@example.com,West,retail,SKU-005,Thingamajig,12.49,1,0.05,11.87
O101176,11/14/2024,C0077,c0077@example.com,East,Partner,SKU-001,Widget A,19.99,1,0.1,17.99
O101177,05-Jan-2024,C0102,c0102@example.com,north ,Retail,SKU-004,Gadget Y,79.99,4,0.0,319.96
O101178,08/26/2024,C0159,c0159@example.com,north ,retail,SKU-003,Gadget X,49.0,1,0.0,49.0
O101179,2024-04-23,C0309,,SOUTH,Retail,SKU-001,Widget A,19.99,3,0.0,59.97
O101180,09-Mar-2024,C0111,c0111@example.com,North,Retail,SKU-003,Gadget X,49.0,2,0.05,93.1
O101181,16-Apr-2024,C0310,,North,Retail,SKU-003,Gadget X,49.0,2,0.2,78.4
O101182,2024-04-07,C0227,c0227@example.com,SOUTH,Retail,SKU-003,Gadget X,49.0,4,0.0,196.0
O101183,11-Mar-2024,C0138,c0138@example.com,West,online,SKU-005,Thingamajig,12.49,4,0.0,49.96
O101184,06/26/2024,C0107,c0107@example.com,South,retail,SKU-005,Thingamajig,12.49,5,0.2,49.96
O101185,2025-01-12,C0347,c0347@example.com,West,Retail,SKU-004,Gadget Y,79.99,1,0.05,75.99
O101186,05/17/2024,C0101,c0101@example.com,SOUTH,retail,SKU-004,Gadget Y,7998.999999999999,1,0.0,7999.0
O101187,01/06/2024,C0384,c0384@example.com,north ,Retail,SKU-002,Widget B,29.5,3,0.1,79.65
O101188,2024-06-23,C0056,c0056@example.com,East,Retail,SKU-004,Gadget Y,79.99,5,0.05,379.95
O101189,12/27/2024,C0180,c0180@example.com,East,online,SKU-002,Widget B,29.5,2,0.0,59.0
O101190,01/22/2025,C0086,c0086@example.com,North,Partner,SKU-005,Thingamajig,12.49,3,0.0,37.47
O101191,04/18/2024,C0223,c0223@example.com,West,Retail,SKU-001,Widget A,19.99,2,0.1,35.98
O101192,31-Dec-2024,C0342,c0342@example.com,,online,SKU-002,Widget B,29.5,2,0.1,53.1
O101193,17-Mar-2024,C0287,c0287@example.com,north ,,SKU-005,Thingamajig,12.49,1,0.0,12.49
O101194,26-Nov-2024,C0201,c0201@example.com,West,,SKU-004,Gadget Y,79.99,2,0.2,127.98
O101195,27-Nov-2024,C0146,c0146@example.com,West,,SKU-004,Gadget Y,79.99,3,0.0,239.97
O101196,24-Jan-2025,C0058,c0058@example.com,West,Retail,SKU-004,Gadget Y,79.99,3,0.0,239.97
O101197,14-Dec-2024,C0278,,north ,Online,SKU-001,Widget A,19.99,-3,0.0,-59.97
O101198,29-Apr-2024,C0089,c0089@example.com,East,Online,SKU-002,Widget B,29.5,4,0.0,118.0
O101199,08/31/2024,C0194,c0194@example.com,South,retail,SKU-003,Gadget X,49.0,3,0.05,139.65
O101200,01/10/2024,C0208,c0208@example.com,South,online,SKU-003,Gadget X,49.0,2,0.2,78.4
O101201,11-May-2024,C0144,,SOUTH,online,SKU-005,Thingamajig,12.49,2,0.2,19.98
O101202,2024-08-30,C0189,c0189@example.com,north ,Online,SKU-005,Thingamajig,12.49,1,0.1,11.24
O101203,01/09/2024,C0314,c0314@example.com,North,Partner,SKU-005,Thingamajig,12.49,1,0.0,12.49
O101204,14-Jan-2024,C0221,c0221@example.com,,Partner,SKU-005,Thingamajig,12.49,5,0.0,62.45
O101205,12-May-2024,C0270,c0270@example.com,,Online,SKU-005,Thingamajig,12.49,1,0.2,9.99
O101206,2024-09-27,C0140,c0140@example.com,north ,Retail,SKU-004,Gadget Y,79.99,6,0.0,479.94
O101207,07-Dec-2024,C0083,,North,,SKU-004,Gadget Y,79.99,1,0.1,71.99
O101208,07/29/2024,C0014,c0014@example.com,East,Online,SKU-002,Widget B,29.5,1,0.0,29.5
O101209,2024-02-16,C0223,c0223@example.com,East,Partner,SKU-004,Gadget Y,79.99,1,0.05,75.99
O101210,13-Oct-2024,C0136,c0136@example.com,West,Online,SKU-001,Widget A,19.99,1,0.0,19.99
O101211,22-Oct-2024,C0190,c0190@example.com,South,,SKU-002,Widget B,29.5,5,0.0,147.5
O101212,09/04/2024,C0097,c0097@example.com,SOUTH,Partner,SKU-005,Thingamajig,12.49,6,0.2,59.95
O101213,05/21/2024,C0113,c0113@example.com,SOUTH,online,SKU-005,Thingamajig,12.49,1,0.2,9.99
O101214,22-Aug-2024,C0044,c0044@example.com,north ,Retail,SKU-002,Widget B,29.5,1,0.0,
O101215,2024-10-07,C0270,,,Retail,SKU-002,Widget B,29.5,2,0.0,59.0
O101216,05/27/2024,C0153,c0153@example.com,north ,Partner,SKU-001,Widget A,19.99,6,0.0,119.94
O101217,2024-03-05,C0092,c0092@example.com,East,retail,SKU-005,Thingamajig,12.49,5,0.0,62.45
O101218,08/19/2024,C0374,c0374@example.com,South,Partner,SKU-005,Thingamajig,12.49,5,0.2,49.96
O101219,2024-06-15,C0064,c0064@example.com,East,retail,SKU-003,Gadget X,49.0,1,0.05,46.55
O101220,11/05/2024,C0250,c0250@example.com,,retail,SKU-003,Gadget X,49.0,1,0.05,46.55
O101221,11/07/2024,C0301,c0301@example.com,South,online,SKU-001,Widget A,19.99,1,0.0,19.99
O101222,2024-04-13,C0158,c0158@example.com,East,,SKU-001,Widget A,19.99,1,0.05,18.99
O101223,2024-10-25,C0141,,SOUTH,Retail,SKU-002,Widget B,29.5,1,0.05,28.02
O101224,08-Apr-2024,C0310,c0310@example.com,South,,SKU-002,Widget B,29.5,5,0.0,147.5
O101225,2025-01-20,C0313,c0313@example.com,,Retail,SKU-003,Gadget X,49.0,-1,0.0,-49.0
O101226,01-Oct-2024,C0361,c0361@example.com,West,Retail,SKU-004,Gadget Y,79.99,1,0.0,79.99
O101227,15-Nov-2024,C0363,c0363@example.com,SOUTH,Partner,SKU-005,Thingamajig,12.49,2,0.2,19.98
O101228,2024-11-11,C0359,,West,online,SKU-004,Gadget Y,79.99,3,0.0,239.97
O101229,01/14/2025,C0250,c0250@example.com,SOUTH,Online,SKU-001,Widget A,19.99,3,0.0,59.97
O101230,2024-11-07,C0143,c0143@example.com,north ,,SKU-004,Gadget Y,79.99,5,0.2,319.96
O101231,2024-10-19,C0340,c0340@example.com,SOUTH,Partner,SKU-003,Gadget X,49.0,2,0.05,93.1
O101232,2024-12-28,C0290,c0290@example.com,West,Partner,SKU-004,Gadget Y,79.99,1,0.0,79.99
O101233,03/12/2024,C0126,c0126@example.com,North,,SKU-005,Thingamajig,12.49,4,0.1,44.96
O101234,2024-03-11,C0242,c0242@example.com,SOUTH,online,SKU-001,Widget A,19.99,6,0.0,119.94
O101235,2024-11-16,C0033,c0033@example.com,,Online,SKU-003,Gadget X,49.0,2,0.2,78.4
O101236,17-Sep-2024,C0347,c0347@example.com,West,Retail,SKU-005,Thingamajig,12.49,2,0.0,24.98
O101237,08/12/2024,C0137,c0137@example.com,,Retail,SKU-004,Gadget Y,79.99,-1,0.0,-79.99
O101238,16-Aug-2024,C0168,c0168@example.com,East,Partner,SKU-004,Gadget Y,79.99,5,0.2,319.96
O101239,2024-06-22,C0271,c0271@example.com,East,retail,SKU-003,Gadget X,49.0,3,0.2,117.6
O101240,01/21/2024,C0174,c0174@example.com,South,retail,SKU-005,Thingamajig,12.49,3,0.05,35.6
O101241,2024-11-17,C0231,c0231@example.com,,Partner,SKU-004,Gadget Y,79.99,1,0.0,79.99
O101242,03/21/2024,C0001,c0001@example.com,North,Online,SKU-001,Widget A,19.99,-1,0.0,-19.99
O101243,03-Oct-2024,C0291,c0291@example.com,North,Online,SKU-004,Gadget Y,79.99,1,0.0,79.99
O101244,2024-08-30,C0062,c0062@example.com,West,online,SKU-002,Widget B,29.5,4,0.05,112.1
O101245,12-Jun-2024,C0306,c0306@example.com,West,Retail,SKU-001,Widget A,19.99,3,0.0,59.97
O101246,2025-01-22,C0222,c0222@example.com,SOUTH,Partner,SKU-002,Widget B,29.5,3,0.0,88.5
O101247,01/23/2025,C0371,c0371@example.com,,Partner,SKU-002,Widget B,29.5,6,0.2,141.6
O101248,04/05/2024,C0165,c0165@example.com,SOUTH,Partner,SKU-001,Widget A,19.99,2,0.0,
O101249,2024-12-15,C0313,c0313@example.com,North,Partner,SKU-003,Gadget X,49.0,5,0.2,196.0
O101250,07/04/2024,C0302,c0302@example.com,North,online,SKU-002,Widget B,29.5,4,0.05,112.1
O101251,01/21/2024,C0384,c0384@example.com,SOUTH,,SKU-003,Gadget X,49.0,1,0.0,49.0
O101252,2024-07-30,C0192,c0192@example.com,West,,SKU-002,Widget B,29.5,1,0.05,28.02
O101253,2024-04-07,C0275,c0275@example.com,SOUTH,Online,SKU-001,Widget A,19.99,5,0.0,99.95
O101254,06/30/2024,C0361,c0361@example.com,South,online,SKU-001,Widget A,19.99,1,0.05,18.99
O101255,07/28/2024,C0120,c0120@example.com,South,retail,SKU-001,Widget A,19.99,3,0.0,59.97
O101256,08-Apr-2024,C0132,c0132@example.com,north ,,SKU-002,Widget B,29.5,2,0.0,59.0
O101257,15-Jan-2024,C0235,c0235@example.com,North,Online,SKU-004,Gadget Y,79.99,4,0.0,319.96
O101258,2024-03-03,C0398,c0398@example.com,,Online,SKU-003,Gadget X,49.0,2,0.0,98.0
O101259,03-Mar-2024,C0033,c0033@example.com,SOUTH,Retail,SKU-004,Gadget Y,79.99,4,0.0,319.96
O101260,08-May-2024,C0220,c0220@example.com,North,Retail,SKU-004,Gadget Y,79.99,1,0.05,75.99
O101261,2024-02-03,C0382,c0382@example.com,North,,SKU-004,Gadget Y,79.99,2,0.0,159.98
O101262,2024-08-24,C0311,c0311@example.com,North,Partner,SKU-001,Widget A,19.99,2,0.0,39.98
O101263,2024-08-20,C0083,c0083@example.com,East,Retail,SKU-003,Gadget X,49.0,4,0.0,196.0
O101264,10/16/2024,C0096,c0096@example.com,,Retail,SKU-004,Gadget Y,79.99,2,0.0,159.98
O101265,2024-06-11,C0122,c0122@example.com,North,retail,SKU-002,Widget B,29.5,5,0.0,147.5
O101266,07/23/2024,C0042,c0042@example.com,North,retail,SKU-005,Thingamajig,12.49,1,0.1,11.24
O101267,2024-07-18,C0198,c0198@example.com,West,Partner,SKU-002,Widget B,29.5,1,0.05,28.02
O101268,09-Oct-2024,C0349,c0349@example.com,SOUTH,,SKU-002,Widget B,29.5,1,0.0,29.5
O101269,12/24/2024,C0210,c0210@example.com,West,retail,SKU-002,Widget B,29.5,3,0.2,70.8
O101270,2024-02-11,C0282,c0282@example.com,,Retail,SKU-004,Gadget Y,79.99,4,0.0,319.96
